"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2023,"SE","FT","Data Analyst",70000,"USD",70000,"US",0,"US","M"
2022,"MI","FT","AI Scientist",200000,"USD",200000,"US",100,"US","M"
2024,"SE","FT","Data Manager",131200,"USD",131200,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Scientist",180514,"USD",180514,"GB",100,"GB","M"
2023,"MI","FT","Machine Learning Engineer",150000,"USD",150000,"US",100,"US","M"
2023,"MI","FT","Research Engineer",257400,"USD",257400,"US",0,"US","M"
2023,"MI","FT","Data Scientist",162000,"USD",162000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",52500,"USD",52500,"US",0,"US","M"
2021,"EN","FT","Data Scientist",2100000,"INR",28399,"IN",100,"IN","M"
2023,"SE","FT","Machine Learning Engineer",172200,"USD",172200,"US",0,"US","M"
2024,"SE","FT","Data Pipeline Engineer",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",136000,"USD",136000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",145600,"USD",145600,"US",0,"US","M"
2023,"EN","FT","Research Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",303050,"USD",303050,"US",0,"US","M"
2023,"SE","FT","Data Scientist",110000,"USD",110000,"US",100,"US","M"
2023,"SE","FT","Research Scientist",159300,"USD",159300,"US",0,"US","M"
2024,"SE","FT","Data Scientist",136000,"USD",136000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",51962,"USD",51962,"US",0,"US","M"
2024,"SE","FT","Data Scientist",222300,"USD",222300,"US",0,"US","M"
2024,"MI","FT","Data Science",190000,"USD",190000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",225000,"USD",225000,"US",0,"US","M"
2023,"EX","FT","Director of Data Science",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Data Science Lead",172200,"USD",172200,"US",0,"US","M"
2023,"EN","FT","Data Analyst",70000,"USD",70000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",121700,"USD",121700,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",90000,"USD",90000,"MX",100,"MX","M"
2024,"SE","FT","Data Analyst",160000,"USD",160000,"US",0,"US","M"
2023,"EN","FT","Applied Scientist",110680,"USD",110680,"US",0,"US","L"
2024,"SE","FT","Analytics Engineer",96000,"USD",96000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",74178,"USD",74178,"US",0,"US","M"
2024,"SE","FT","Data Engineer",190000,"USD",190000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",257000,"USD",257000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",105000,"USD",105000,"US",0,"US","M"
2022,"MI","FT","Machine Learning Infrastructure Engineer",53000,"EUR",55685,"PT",50,"PT","L"
2024,"EN","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",91800,"USD",91800,"US",100,"US","M"
2023,"SE","FT","Data Scientist",190000,"USD",190000,"US",0,"US","M"
2024,"MI","FT","Data Science",250000,"USD",250000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",250000,"USD",250000,"US",0,"US","M"
2023,"MI","FT","Data Architect",65000,"GBP",79976,"GB",0,"GB","M"
2023,"SE","FT","Machine Learning Engineer",176000,"USD",176000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",122900,"USD",122900,"US",0,"US","L"
2022,"SE","FT","Analytics Engineer",116250,"USD",116250,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",230000,"USD",230000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",152000,"USD",152000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",146600,"USD",146600,"US",0,"US","M"
2023,"SE","FT","Data Analyst",142000,"USD",142000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",158600,"USD",158600,"US",0,"US","M"
2023,"SE","FT","Data Manager",130000,"USD",130000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",180514,"USD",180514,"GB",100,"GB","M"
2023,"SE","FT","Business Intelligence Analyst",118100,"USD",118100,"US",100,"US","M"
2023,"MI","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",233000,"USD",233000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",65000,"GBP",81250,"GB",0,"GB","M"
2024,"SE","FT","Data Analyst",153900,"USD",153900,"US",0,"US","M"
2023,"MI","FT","Business Intelligence Developer",110000,"USD",110000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",40000,"EUR",43187,"PL",100,"PL","L"
2023,"SE","FT","Data Architect",174500,"USD",174500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",144800,"USD",144800,"US",0,"US","M"
2023,"SE","FT","Data Scientist",185000,"USD",185000,"US",0,"US","M"
2023,"EX","FT","Head of Data",329500,"USD",329500,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"MI","FT","Machine Learning Engineer",93300,"USD",93300,"US",0,"US","M"
2022,"EN","FT","Applied Data Scientist",50000,"USD",50000,"AT",50,"AT","M"
2022,"SE","FT","Data Analyst",100000,"USD",100000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",123700,"USD",123700,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",234000,"USD",234000,"US",100,"US","M"
2022,"MI","FT","Data Science Consultant",57000,"GBP",70186,"GB",0,"GB","M"
2024,"MI","FT","Data Analyst",90000,"USD",90000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",58300,"USD",58300,"US",0,"US","M"
2023,"EX","FT","Data Engineer",204500,"USD",204500,"US",0,"US","M"
2023,"EX","FT","Data Engineer",123471,"USD",123471,"GB",100,"GB","M"
2024,"SE","FT","Applied Scientist",210000,"USD",210000,"US",100,"US","M"
2024,"MI","FT","Data Engineer",242100,"USD",242100,"US",0,"US","M"
2023,"MI","FT","Data Analyst",45000,"GBP",55368,"GB",0,"GB","M"
2023,"SE","FT","Research Engineer",176000,"USD",176000,"US",0,"US","M"
2024,"EX","FT","Data Analyst",120000,"USD",120000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",147600,"USD",147600,"US",0,"US","M"
2024,"SE","FT","Data Engineer",247300,"USD",247300,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",186000,"USD",186000,"US",0,"US","M"
2024,"MI","FT","Research Engineer",151500,"USD",151500,"US",0,"US","M"
2024,"SE","FT","Data Analyst",143000,"USD",143000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",170000,"USD",170000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",138750,"USD",138750,"US",0,"US","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",0,"US","M"
2024,"SE","FT","Data Scientist",139800,"USD",139800,"US",0,"US","M"
2023,"SE","FT","Data Scientist",202000,"USD",202000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","AI Engineer",360000,"USD",360000,"US",0,"US","M"
2024,"SE","FT","Research Scientist",195500,"USD",195500,"US",100,"US","M"
2022,"MI","FT","Data Scientist",50000,"EUR",52533,"FR",100,"FR","M"
2024,"EN","FT","Data Analyst",115000,"USD",115000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",245000,"USD",245000,"US",100,"US","M"
2020,"MI","FT","Data Scientist",45760,"USD",45760,"PH",100,"US","S"
2022,"SE","FT","Data Science Engineer",60000,"USD",60000,"AR",100,"MX","L"
2023,"SE","FT","Data Scientist",100400,"USD",100400,"CA",0,"CA","M"
2023,"SE","FT","Data Analyst",70000,"USD",70000,"US",100,"US","M"
2024,"EN","FT","Big Data Engineer",17600,"USD",17600,"MX",50,"MX","L"
2023,"SE","FT","Data Analyst",106400,"USD",106400,"US",0,"US","M"
2023,"MI","FT","Data Scientist",75000,"EUR",80976,"IE",0,"IE","M"
2023,"SE","FT","Machine Learning Engineer",226600,"USD",226600,"US",0,"US","M"
2024,"SE","FT","Data Engineer",146000,"USD",146000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",135200,"USD",135200,"US",0,"US","M"
2023,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M"
2021,"MI","FT","Research Scientist",69999,"USD",69999,"CZ",50,"CZ","L"
2024,"SE","FT","Machine Learning Engineer",164000,"USD",164000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",133000,"USD",133000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",121000,"USD",121000,"US",0,"US","M"
2021,"MI","FT","Data Engineer",60000,"GBP",82528,"GB",100,"GB","L"
2023,"MI","FT","Data Analyst",45000,"EUR",48585,"PT",100,"PT","M"
2023,"SE","FT","Data Engineer",291500,"USD",291500,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",215000,"USD",215000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",135000,"USD",135000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",156400,"USD",156400,"US",100,"US","M"
2023,"SE","FT","Data Scientist",170000,"USD",170000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Science Consultant",131100,"USD",131100,"US",0,"US","M"
2023,"MI","FT","Research Scientist",252990,"USD",252990,"US",100,"US","M"
2023,"SE","FT","Data Engineer",248000,"USD",248000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",253000,"USD",253000,"US",100,"US","M"
2023,"SE","FT","ML Engineer",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",108000,"USD",108000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",162819,"USD",162819,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",134000,"USD",134000,"US",100,"US","M"
2023,"SE","FT","Data Architect",263100,"USD",263100,"US",0,"US","M"
2022,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",115000,"USD",115000,"CA",100,"CA","M"
2023,"SE","FT","Data Lead",175000,"USD",175000,"CA",100,"CA","M"
2023,"MI","FT","Data Analyst",90000,"USD",90000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",155000,"USD",155000,"US",0,"US","M"
2023,"MI","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"MI","CT","ML Engineer",30000,"USD",30000,"US",100,"US","S"
2024,"MI","FT","Data Engineer",98700,"USD",98700,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",180000,"USD",180000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",95000,"USD",95000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",73200,"EUR",79032,"LT",0,"LT","M"
2023,"MI","FT","Data Engineer",88000,"USD",88000,"CO",0,"CO","M"
2023,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",202500,"USD",202500,"US",0,"US","M"
2022,"EN","FT","Data Scientist",80000,"EUR",84053,"BE",100,"BE","L"
2024,"SE","FT","Data Engineer",212000,"USD",212000,"US",0,"US","M"
2023,"MI","FT","Insight Analyst",25000,"GBP",30760,"GB",0,"GB","M"
2023,"MI","FT","Data Analyst",105000,"USD",105000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",74300,"USD",74300,"US",0,"US","M"
2023,"SE","FT","Data Analyst",94000,"USD",94000,"US",100,"US","M"
2023,"EX","FT","Head of Data Science",131899,"GBP",162288,"GB",0,"GB","M"
2024,"EN","FT","Data Analyst",65000,"USD",65000,"US",100,"US","M"
2024,"SE","FT","Research Scientist",234000,"USD",234000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",143060,"USD",143060,"US",0,"US","M"
2022,"MI","FT","Data Engineer",80000,"EUR",84053,"GR",100,"GR","M"
2024,"SE","FT","Business Intelligence Engineer",78800,"USD",78800,"US",100,"US","M"
2023,"SE","FT","Data Architect",92000,"USD",92000,"GB",100,"GB","M"
2024,"MI","FT","Data Strategist",100000,"USD",100000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",240000,"USD",240000,"US",0,"US","M"
2023,"SE","FT","Data Modeler",195000,"USD",195000,"US",0,"US","M"
2024,"MI","FT","Machine Learning Engineer",223100,"USD",223100,"US",100,"US","M"
2022,"SE","FT","Data Engineer",164000,"USD",164000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",166358,"USD",166358,"US",100,"US","M"
2023,"SE","FT","Data Scientist",223800,"USD",223800,"US",0,"US","M"
2024,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2024,"SE","FT","Data Engineer",277000,"USD",277000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",199000,"USD",199000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",149076,"USD",149076,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",105500,"USD",105500,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",100,"US","M"
2022,"SE","FT","Research Scientist",210000,"USD",210000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",160700,"USD",160700,"US",100,"US","M"
2023,"MI","FT","Data Scientist",115000,"USD",115000,"US",100,"US","M"
2024,"EN","FT","Data Analyst",97500,"USD",97500,"US",0,"US","M"
2024,"SE","FT","Research Engineer",45585,"GBP",56981,"ZA",0,"ZA","M"
2023,"SE","FT","Data Architect",185000,"USD",185000,"US",0,"US","M"
2024,"SE","FT","Data Analytics Lead",398900,"USD",398900,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",274000,"USD",274000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",85000,"GBP",104584,"GB",100,"GB","M"
2023,"SE","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",170000,"USD",170000,"US",100,"US","M"
2023,"SE","FT","Research Scientist",169200,"USD",169200,"ES",0,"ES","M"
2022,"SE","FT","Data Scientist",198440,"USD",198440,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Data Scientist",150931,"USD",150931,"US",0,"US","M"
2024,"SE","FT","Data Engineer",224000,"USD",224000,"US",0,"US","M"
2023,"MI","FT","Data Analytics Manager",110000,"USD",110000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",151900,"USD",151900,"US",0,"US","M"
2021,"SE","FT","Head of Data",87000,"EUR",102839,"SI",100,"SI","L"
2024,"MI","FT","Data Scientist",147800,"USD",147800,"US",0,"US","M"
2022,"SE","FT","Machine Learning Engineer",135000,"USD",135000,"PR",100,"PR","M"
2022,"MI","FT","Computer Vision Engineer",56000,"EUR",58837,"FR",100,"FR","S"
2023,"EN","FT","Data Scientist",115360,"USD",115360,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",324000,"USD",324000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Scientist",138000,"USD",138000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",202800,"USD",202800,"US",0,"US","L"
2024,"SE","FT","Computational Biologist",242000,"CAD",186153,"CA",0,"CA","M"
2023,"SE","FT","Data Scientist",118000,"USD",118000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",190000,"USD",190000,"US",0,"US","M"
2022,"MI","FT","Data Analyst",135000,"USD",135000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",250000,"USD",250000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",110000,"USD",110000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",240350,"USD",240350,"US",100,"US","M"
2023,"MI","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",192000,"USD",192000,"US",100,"US","M"
2023,"SE","FT","Data Science Manager",52100,"USD",52100,"US",100,"US","M"
2023,"SE","FT","Data Scientist",202000,"USD",202000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",84870,"USD",84870,"US",0,"US","M"
2023,"EX","FT","Data Architect",180000,"USD",180000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",165000,"USD",165000,"CA",0,"CA","M"
2024,"SE","FT","Data Science",210000,"USD",210000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",159000,"USD",159000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",110000,"USD",110000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",204000,"USD",204000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",112000,"USD",112000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",61800,"USD",61800,"US",100,"US","M"
2023,"MI","FT","Machine Learning Engineer",150000,"USD",150000,"US",100,"US","M"
2024,"SE","FT","Data Architect",149750,"USD",149750,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",208450,"USD",208450,"US",0,"US","M"
2024,"SE","FT","Applied Research Scientist",60000,"EUR",66666,"DE",0,"DE","S"
2022,"MI","FT","MLOps Engineer",134000,"USD",134000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",110000,"USD",110000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",140000,"USD",140000,"US",0,"US","M"
2024,"MI","FT","BI Developer",76300,"USD",76300,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",138700,"USD",138700,"US",0,"US","M"
2023,"MI","FT","Data Analyst",68000,"USD",68000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",83500,"USD",83500,"US",100,"US","M"
2024,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Business Data Analyst",65000,"GBP",79976,"ES",100,"GI","L"
2023,"EN","FT","Data Analyst",75065,"USD",75065,"US",100,"US","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2022,"EN","FT","Business Data Analyst",50000,"USD",50000,"IN",100,"AS","L"
2023,"SE","FT","Research Scientist",240000,"USD",240000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",294000,"USD",294000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"US","M"
2022,"SE","FT","Analytics Engineer",231250,"USD",231250,"US",100,"US","M"
2023,"EN","FT","Data Analyst",75000,"USD",75000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",120350,"USD",120350,"US",0,"US","M"
2023,"SE","FT","Data Science Consultant",122000,"USD",122000,"US",0,"US","M"
2023,"SE","FT","BI Analyst",125000,"USD",125000,"US",0,"US","M"
2024,"MI","FT","Data Integration Engineer",132974,"USD",132974,"US",100,"US","M"
2024,"MI","FT","Machine Learning Engineer",179000,"USD",179000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",179000,"USD",179000,"US",0,"US","M"
2022,"MI","FT","Data Analyst",109000,"USD",109000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",228000,"USD",228000,"US",0,"US","M"
2024,"MI","FT","Data Specialist",80000,"USD",80000,"AU",0,"AU","M"
2023,"EN","FT","Data Scientist",70000,"USD",70000,"US",0,"US","M"
2022,"MI","FT","Data Analyst",136000,"USD",136000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",258800,"USD",258800,"US",0,"US","M"
2024,"SE","FT","Data Scientist",128945,"USD",128945,"US",100,"US","M"
2022,"SE","FT","Data Engineer",231250,"USD",231250,"US",100,"US","M"
2022,"SE","FT","Data Engineer",195000,"USD",195000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",172000,"USD",172000,"GB",100,"GB","M"
2023,"SE","FT","Research Scientist",370000,"USD",370000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",128000,"USD",128000,"US",0,"US","M"
2021,"MI","FT","Data Engineer",111775,"USD",111775,"US",0,"US","M"
2023,"SE","FT","Research Scientist",285000,"USD",285000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",201650,"USD",201650,"US",0,"US","M"
2023,"SE","FT","Data Engineer",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",212500,"USD",212500,"US",0,"US","M"
2024,"MI","FT","AI Engineer",73100,"USD",73100,"US",0,"US","M"
2024,"EX","FT","Data Analyst",50000,"GBP",62500,"GB",0,"GB","M"
2024,"SE","FT","Data Engineer",199700,"USD",199700,"US",0,"US","M"
2023,"SE","FT","Data Scientist",164000,"USD",164000,"US",0,"US","M"
2023,"MI","FT","Data Manager",73500,"USD",73500,"US",0,"US","M"
2024,"SE","FT","Research Scientist",192700,"USD",192700,"US",0,"US","M"
2022,"SE","FT","Data Specialist",95000,"USD",95000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","Data Scientist",210000,"USD",210000,"US",100,"US","M"
2023,"SE","FT","Data Architect",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",275300,"USD",275300,"US",100,"US","M"
2022,"SE","FT","Data Analyst",81666,"USD",81666,"US",100,"US","M"
2022,"MI","FT","Data Engineer",175000,"USD",175000,"US",0,"US","M"
2022,"MI","FT","Data Engineer",105120,"EUR",110446,"LT",0,"LT","M"
2023,"SE","FT","Data Scientist",65000,"GBP",79976,"GB",100,"GB","M"
2022,"MI","FT","Data Scientist",83000,"GBP",102200,"GB",100,"GB","M"
2023,"MI","FT","Data Specialist",110000,"USD",110000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",129000,"USD",129000,"US",0,"US","M"
2020,"EX","FT","Managing Director Data Science",300000,"USD",300000,"US",100,"US","L"
2022,"EN","FT","Machine Learning Scientist",33000,"EUR",34672,"IT",100,"DE","S"
2023,"SE","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",116300,"USD",116300,"US",100,"US","M"
2022,"SE","FT","Data Engineer",35000,"EUR",36773,"ES",0,"ES","M"
2023,"SE","FT","Data Engineer",148200,"USD",148200,"US",0,"US","M"
2024,"MI","FT","Data Scientist",218000,"USD",218000,"US",0,"US","M"
2023,"MI","FT","Insight Analyst",35000,"GBP",43064,"GB",0,"GB","M"
2023,"SE","FT","Research Engineer",148000,"USD",148000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",70000,"USD",70000,"US",0,"US","M"
2024,"EN","FT","Research Analyst",99548,"USD",99548,"CA",0,"CA","M"
2023,"SE","FT","Data Analyst",192000,"USD",192000,"US",100,"US","M"
2022,"MI","FT","Data Engineer",65000,"USD",65000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",26800,"GBP",33500,"GB",0,"GB","M"
2024,"MI","FT","AI Engineer",65000,"USD",65000,"US",0,"US","M"
2022,"MI","FT","Data Analyst",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",296100,"USD",296100,"US",0,"US","M"
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",118000,"USD",118000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",70000,"USD",70000,"PH",0,"PH","M"
2023,"SE","FT","Machine Learning Engineer",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",60000,"GBP",73824,"GB",0,"GB","M"
2024,"SE","FT","Business Intelligence Engineer",79600,"USD",79600,"US",0,"US","L"
2023,"SE","FT","Data Science Manager",134236,"USD",134236,"US",0,"US","M"
2024,"MI","FT","Data Science",106500,"USD",106500,"US",0,"US","M"
2022,"MI","FT","Data Scientist",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",0,"US","M"
2024,"MI","FT","AI Engineer",200000,"USD",200000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",93919,"USD",93919,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",133300,"USD",133300,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",265000,"USD",265000,"US",100,"US","M"
2023,"EX","FT","Data Engineer",210914,"USD",210914,"US",100,"US","M"
2024,"SE","FT","Data Scientist",109400,"USD",109400,"US",0,"US","M"
2022,"SE","FT","Data Operations Analyst",66000,"USD",66000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",128000,"USD",128000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",116047,"USD",116047,"CA",0,"CA","M"
2024,"MI","FT","Data Analyst",42400,"USD",42400,"US",0,"US","M"
2023,"SE","FT","Data Engineer",107000,"USD",107000,"US",100,"US","M"
2022,"MI","FT","Data Scientist",58000,"EUR",60938,"DE",100,"DE","S"
2024,"MI","FT","Data Analyst",79645,"USD",79645,"US",100,"US","M"
2023,"SE","FT","Data Science Consultant",94000,"USD",94000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",136000,"USD",136000,"US",100,"US","M"
2024,"SE","FT","Data Science",160000,"USD",160000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",174500,"USD",174500,"US",0,"US","M"
2023,"MI","FT","Data Scientist",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"US","M"
2024,"SE","FT","AI Architect",289000,"USD",289000,"US",100,"US","L"
2024,"SE","FT","Data Science Manager",120000,"USD",120000,"US",100,"US","M"
2023,"MI","FT","Research Analyst",57000,"USD",57000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",80000,"USD",80000,"US",0,"US","M"
2023,"MI","FT","Business Intelligence Engineer",38393,"GBP",47238,"GB",0,"GB","M"
2023,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M"
2024,"SE","FT","Data Analyst",187770,"USD",187770,"US",0,"US","M"
2024,"SE","FT","Business Intelligence Analyst",86000,"USD",86000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",190100,"USD",190100,"US",100,"US","M"
2023,"EX","FT","Data Engineer",115830,"USD",115830,"US",0,"US","M"
2022,"SE","FT","Data Analyst",48000,"EUR",50432,"ES",0,"ES","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Data Analyst",176000,"USD",176000,"US",0,"US","M"
2022,"EN","FT","Data Analytics Engineer",20000,"USD",20000,"PK",0,"PK","M"
2024,"EX","FT","Business Intelligence Developer",117500,"USD",117500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",180000,"USD",180000,"US",100,"US","M"
2024,"EN","FT","Data Engineer",115000,"USD",115000,"US",100,"US","M"
2024,"SE","FT","Business Intelligence Manager",85000,"GBP",106250,"GB",0,"GB","M"
2023,"MI","FT","Data Engineer",195000,"USD",195000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",234000,"USD",234000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",247250,"USD",247250,"US",0,"US","M"
2024,"SE","FT","Data Scientist",218750,"USD",218750,"US",0,"US","M"
